"Commit ID","Refactoring Type","File Path","Start Line","End Line","Code Element Type","Description","Code Element"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeAvailabilityTestBase.java","91","104","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeAvailabilityTestBase.java","95","98","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeAvailabilityTestBase.java","92","104","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeAvailabilityTestBase.java","88","105","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Change Method Access Modifier","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeAvailabilityTestBase.java","73","106","METHOD_DECLARATION","method declaration with changed access modifier","private testAvailability(upgradedCoordinator boolean, initial Semver) : void"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","43","64","METHOD_DECLARATION","target method declaration after inline","protected testConsistency(initial Semver) : void"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","45","45","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","46","46","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","47","47","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","48","48","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","54","55","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","57","57","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","59","59","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","62","62","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","58","59","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","56","60","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","61","62","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","60","63","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Inline Method","test/distributed/org/apache/cassandra/distributed/upgrade/MixedModeConsistencyTestBase.java","50","63","METHOD_DECLARATION","target method declaration after inline"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Change Attribute Type","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","116","116","FIELD_DECLARATION","changed-type attribute declaration","upgrade : List<Version>"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Change Parameter Type","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","119","119","SINGLE_VARIABLE_DECLARATION","changed-type variable declaration","upgrade : List<Version>"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Change Parameter Type","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","119","124","METHOD_DECLARATION","method declaration with changed variable type","public TestVersions(initial Version, upgrade List<Version>)"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Rename Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","181","185","METHOD_DECLARATION","renamed method declaration","public upgradesToCurrentFrom(from Semver) : TestCase"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","239","243","METHOD_DECLARATION","extracted method declaration","private contains(from Semver, to Semver, target Semver) : boolean"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","242","242","METHOD_DECLARATION","extracted method declaration"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","225","237","METHOD_DECLARATION","source method declaration after extraction","public upgrades(from Semver, to Semver) : TestCase"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","231","231","METHOD_INVOCATION","extracted method invocation","contains(from,to,CURRENT)"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Change Attribute Type","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","96","107","FIELD_DECLARATION","changed-type attribute declaration","SUPPORTED_UPGRADE_PATHS : SimpleGraph<Semver>"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","377","381","METHOD_DECLARATION","extracted method declaration","private triggerGC() : void"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","379","379","METHOD_DECLARATION","extracted method declaration"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","380","380","METHOD_DECLARATION","extracted method declaration"," "
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","62","66","METHOD_DECLARATION","source method declaration after extraction","public afterEach() : void"
"b7cc21516cfc5f95a7df4d86badac8b4195552a4","Extract Method","test/distributed/org/apache/cassandra/distributed/upgrade/UpgradeTestBase.java","65","65","METHOD_INVOCATION","extracted method invocation","triggerGC()"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","extracted method declaration","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3696","3696","METHOD_DECLARATION","extracted method declaration"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3697","3697","METHOD_DECLARATION","extracted method declaration"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","1608","1611","METHOD_DECLARATION","source method declaration after extraction","public setColumnIndexSize(val int) : void"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","1610","1610","METHOD_INVOCATION","extracted method invocation","createIntKibibyteBoundAndEnsureItIsValidForByteConversion(val,""column_index_size"")"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3698","3698","METHOD_INVOCATION","extracted method invocation"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","extracted method declaration","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3696","3696","METHOD_DECLARATION","extracted method declaration"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3697","3697","METHOD_DECLARATION","extracted method declaration"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","1623","1626","METHOD_DECLARATION","source method declaration after extraction","public setColumnIndexCacheSize(val int) : void"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","1625","1625","METHOD_INVOCATION","extracted method invocation","createIntKibibyteBoundAndEnsureItIsValidForByteConversion(val,""column_index_cache_size"")"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3698","3698","METHOD_INVOCATION","extracted method invocation"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","extracted method declaration","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3696","3696","METHOD_DECLARATION","extracted method declaration"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3697","3697","METHOD_DECLARATION","extracted method declaration"," "
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","1653","1656","METHOD_DECLARATION","source method declaration after extraction","public setBatchSizeWarnThresholdInKiB(threshold int) : void"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","1655","1655","METHOD_INVOCATION","extracted method invocation","createIntKibibyteBoundAndEnsureItIsValidForByteConversion(threshold,""batch_size_warn_threshold"")"
"07e5876c43998fe7384df115c65749d668183130","Extract Method","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3698","3698","METHOD_INVOCATION","extracted method invocation"," "
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3696","3696","VARIABLE_DECLARATION_STATEMENT","renamed variable declaration","intKibibytesBound : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3696","3696","VARIABLE_DECLARATION_STATEMENT","renamed variable declaration","intKibibytesBound : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3694","SINGLE_VARIABLE_DECLARATION","renamed variable declaration","kibibytes : int"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3694","SINGLE_VARIABLE_DECLARATION","renamed variable declaration","kibibytes : int"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3694","SINGLE_VARIABLE_DECLARATION","renamed variable declaration","kibibytes : int"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3694","SINGLE_VARIABLE_DECLARATION","renamed variable declaration","kibibytes : int"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3696","3696","VARIABLE_DECLARATION_STATEMENT","renamed variable declaration","intKibibytesBound : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3694","SINGLE_VARIABLE_DECLARATION","renamed variable declaration","kibibytes : int"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3694","SINGLE_VARIABLE_DECLARATION","renamed variable declaration","kibibytes : int"
"07e5876c43998fe7384df115c65749d668183130","Rename Parameter","src/java/org/apache/cassandra/config/DatabaseDescriptor.java","3694","3699","METHOD_DECLARATION","method declaration with renamed variable","private createIntKibibyteBoundAndEnsureItIsValidForByteConversion(kibibytes int, propertyName String) : DataStorageSpec.IntKibibytesBound"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","test/unit/org/apache/cassandra/config/DatabaseDescriptorTest.java","337","337","VARIABLE_DECLARATION_STATEMENT","renamed variable declaration","maxIntMebibytesAsBytes : long"
"07e5876c43998fe7384df115c65749d668183130","Rename Variable","test/unit/org/apache/cassandra/config/DatabaseDescriptorTest.java","332","351","METHOD_DECLARATION","method declaration with renamed variable","public testWidenToLongInBytes() : void"
"57ab3afcf16970047d3df4656241cf0705e94bee","Add Attribute Modifier","test/unit/org/apache/cassandra/metrics/ClientRequestMetricsTest.java","166","166","FIELD_DECLARATION","attribute declaration with added modifier","private metrics : ClientRequestMetrics"
"57ab3afcf16970047d3df4656241cf0705e94bee","Add Attribute Modifier","test/unit/org/apache/cassandra/metrics/ClientRequestMetricsTest.java","168","168","FIELD_DECLARATION","attribute declaration with added modifier","private localRequests : long"
"57ab3afcf16970047d3df4656241cf0705e94bee","Add Attribute Modifier","test/unit/org/apache/cassandra/metrics/ClientRequestMetricsTest.java","169","169","FIELD_DECLARATION","attribute declaration with added modifier","private remoteRequests : long"
"57ab3afcf16970047d3df4656241cf0705e94bee","Add Attribute Modifier","test/unit/org/apache/cassandra/metrics/ClientRequestMetricsTest.java","46","46","FIELD_DECLARATION","attribute declaration with added modifier","private KEYSPACE : String"
"0e249fd15ee209594e6d85db7e81a19c67d6ad6f","Rename Method","test/distributed/org/apache/cassandra/distributed/test/SSTableLoaderEncryptionOptionsTest.java","82","99","METHOD_DECLARATION","renamed method declaration","public bulkLoaderSuccessfullyStreamsOverSsl() : void"
"c60ad61b3b6145af100578f2c652819f61729018","Extract Method","src/java/org/apache/cassandra/repair/consistent/LocalSessions.java","226","234","METHOD_DECLARATION","extracted method declaration","private shouldStoreSession(session LocalSession) : boolean"
"c60ad61b3b6145af100578f2c652819f61729018","Extract Method","src/java/org/apache/cassandra/repair/consistent/LocalSessions.java","228","229","METHOD_DECLARATION","extracted method declaration"," "
"c60ad61b3b6145af100578f2c652819f61729018","Extract Method","src/java/org/apache/cassandra/repair/consistent/LocalSessions.java","233","233","METHOD_DECLARATION","extracted method declaration"," "
"c60ad61b3b6145af100578f2c652819f61729018","Extract Method","src/java/org/apache/cassandra/repair/consistent/LocalSessions.java","214","224","METHOD_DECLARATION","source method declaration after extraction","private maybeUpdateRepairedState(session LocalSession) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Extract Method","src/java/org/apache/cassandra/repair/consistent/LocalSessions.java","216","216","METHOD_INVOCATION","extracted method invocation","shouldStoreSession(session)"
"c60ad61b3b6145af100578f2c652819f61729018","Extract Method","src/java/org/apache/cassandra/repair/consistent/LocalSessions.java","229","229","METHOD_INVOCATION","extracted method invocation"," "
"c60ad61b3b6145af100578f2c652819f61729018","Rename Method","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","241","METHOD_DECLARATION","renamed method declaration","public addAll(newLevels List<Level>) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Inline Variable","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","203","206","METHOD_DECLARATION","method declaration with inlined variable","public add(ranges Collection<Range<Token>>, repairedAt long) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Localize Parameter","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","216","216","VARIABLE_DECLARATION_STATEMENT","renamed variable declaration","levels : List<Level>"
"c60ad61b3b6145af100578f2c652819f61729018","Localize Parameter","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","241","METHOD_DECLARATION","method declaration with renamed variable","public addAll(newLevels List<Level>) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Change Return Type","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","208","TYPE","changed return type","void"
"c60ad61b3b6145af100578f2c652819f61729018","Change Return Type","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","241","METHOD_DECLARATION","method declaration with changed return type","public addAll(newLevels List<Level>) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Add Parameter","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","208","SINGLE_VARIABLE_DECLARATION","added parameter","newLevels : List<Level>"
"c60ad61b3b6145af100578f2c652819f61729018","Add Parameter","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","241","METHOD_DECLARATION","method declaration with added parameter","public addAll(newLevels List<Level>) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Change Method Access Modifier","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","241","METHOD_DECLARATION","method declaration with changed access modifier","public addAll(newLevels List<Level>) : void"
"c60ad61b3b6145af100578f2c652819f61729018","Remove Method Modifier","src/java/org/apache/cassandra/repair/consistent/RepairedState.java","208","241","METHOD_DECLARATION","method declaration with removed modifier","public addAll(newLevels List<Level>) : void"
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","132","159","METHOD_DECLARATION","extracted method declaration","package processRequest(channel Channel, request Message.Request, backpressure Overload) : Message.Response"
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","143","143","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","146","146","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","148","148","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","149","149","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","150","150","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","151","151","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","156","156","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","157","157","METHOD_DECLARATION","extracted method declaration"," "
"d8fff9b2d0e79fa8d945a8cdc1295fda3deae77c","Extract Method","src/java/org/apache/cassandra/transport/Dispatcher.java","137","158","METHOD_DECLARATION","extracted method declaration"," "
